place,horse_no,horse,jockey,trainer,actual_weight,declared_horse_weight,draw,lbw,running_position,finish_time,win_odds,race,class,going,turf,prize,location,date
2,6,BALTIC SUCCESS(C373),B Shinn,C S Shum,123,1119,7,N,"1                                                            

1                                                            

2",1:09.08,11,8(461),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
3,13,HAPPY TIME(B272),M Chadwick,W Y So,117,1152,5,2,"2                                                            

2                                                            

3",1:09.35,104,8(461),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
4,11,HAPPY ALUMNI(C065),L Hewitson,K W Lui,119,1241,8,2,"11                                                            

10                                                            

4",1:09.36,7.3,8(461),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
5,9,MAGIC SUPREME(D144),Z Purton,J Moore,121,1095,6,4,"9                                                            

7                                                            

5",1:09.66,9.1,8(461),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
6,3,ALCARI(A354),K Teetan,P F Yiu,126,1206,11,4-1/4,"8                                                            

9                                                            

6",1:09.71,9.7,8(461),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
7,12,MONKEY JEWELLERY(B378),C Schofield,J Size,119,1087,13,5,"13                                                            

13                                                            

7",1:09.82,80,8(461),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
8,1,GOLDEN SPECTRUM(D188),H T Mo,A S Cruz,130,1031,2,5-1/4,"7                                                            

8                                                            

8",1:09.85,110,8(461),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
9,10,GOODLUCK GOODLUCK(B188),K C Leung,W Y So,120,1219,1,5-1/4,"4                                                            

4                                                            

9",1:09.87,3.8,8(461),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
10,4,FEARLESS FIRE(B085),C Wong,C Fownes,120,1185,4,6-1/2,"5                                                            

6                                                            

10",1:10.07,98,8(461),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
11,7,SHANGHAI GRACE(D190),H N Wong,Y S Tsui,120,1045,3,6-1/2,"6                                                            

5                                                            

11",1:10.08,469,8(461),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
12,2,INNER FLAME(D055),A Badel,D J Whyte,129,1096,12,8-1/4,"12                                                            

11                                                            

12",1:10.34,2.4,8(461),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
13,5,SMART COUSIN(D249),M F Poon,C H Yip,123,1020,9,10,"10                                                            

12                                                            

13",1:10.62,217,8(461),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
WX,8,KA YING LEGEND(B234),M L Yeung,T P Yung,122,---,---,---,---,---,---,8(461),Class 3 - 1200M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
1,8,TOP SCORE(V357),M F Poon,K W Lui,118,1148,8,-,"1                                                            

1                                                            

1                                                            

1",1:21.92,42,9(462),Class 3 - 1400M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
2,9,PICKEN(B311),C Schofield,J Size,119,1184,2,3/4,"8                                                            

11                                                            

6                                                            

2",1:22.05,8.8,9(462),Class 3 - 1400M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
3,6,ULTIMATE GLORY(S235),Z Purton,K L Man,121,1284,9,1-1/2,"4                                                            

7                                                            

3                                                            

3",1:22.17,12,9(462),Class 3 - 1400M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
4,11,ZHAN JIANG ROCKS(B406),K C Leung,W Y So,118,1060,6,1-3/4,"13                                                            

13                                                            

10                                                            

4",1:22.19,69,9(462),Class 3 - 1400M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
5,12,JOYFUL HEART(C227),K Teetan,F C Lor,117,1160,13,1-3/4,"10                                                            

12                                                            

11                                                            

5",1:22.21,5.3,9(462),Class 3 - 1400M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
6,10,SMILING CITY(D113),M Chadwick,D J Whyte,118,1047,1,2-3/4,"5                                                            

3                                                            

4                                                            

6",1:22.36,62,9(462),Class 3 - 1400M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
7,13,GOOD FOR YOU(T265),H N Wong,Y S Tsui,112,1050,4,3,"3                                                            

5                                                            

7                                                            

7",1:22.41,79,9(462),Class 3 - 1400M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
8,1,FARHH ABOVE(C148),A Badel,D J Whyte,133,1083,5,3-1/4,"12                                                            

8                                                            

8                                                            

8",1:22.43,1.5,9(462),Class 3 - 1400M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
9,3,PRECISE EXPRESS(D198),H W Lai,P F Yiu,128,1034,11,3-1/4,"14                                                            

14                                                            

13                                                            

9",1:22.44,165,9(462),Class 3 - 1400M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
10,4,BEAUTY LOYAL(B383),B Shinn,A S Cruz,126,1105,10,4,"2                                                            

2                                                            

2                                                            

10",1:22.56,27,9(462),Class 3 - 1400M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
11,7,MARVEL DRAGON(D111),M L Yeung,T P Yung,120,1224,3,4-3/4,"7                                                            

10                                                            

9                                                            

11",1:22.67,401,9(462),Class 3 - 1400M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
12,5,PRANCE DRAGON(B349),L Hewitson,A T Millard,126,1104,14,9-1/2,"11                                                            

9                                                            

14                                                            

12",1:23.46,140,9(462),Class 3 - 1400M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
13,2,ENDEARING(V338),K H Chan,J Moore,122,1117,7,10,"6                                                            

4                                                            

5                                                            

13",1:23.53,19,9(462),Class 3 - 1400M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
14,14,AMAZING LUCK(B401),C Wong,P O'Sullivan,109,1204,12,11-1/2,"9                                                            

6                                                            

12                                                            

14",1:23.75,94,9(462),Class 3 - 1400M - (80-60),GOOD,"TURF - ""B+2"" Course","HK$ 1,450,000",Sha Tin,2020/03/01
1,7,SUPER WEALTHY(D108),A Badel,D J Whyte,123,1205,2,-,"2                                                            

3                                                            

4                                                            

1",1:21.12,2.5,10(463),Class 2 - 1400M - (100-80),GOOD,"TURF - ""B+2"" Course","HK$ 2,100,000",Sha Tin,2020/03/01
2,1,DECRYPT(D129),Z Purton,F C Lor,131,1053,8,N,"4                                                            

5                                                            

3                                                            

2",1:21.19,4.8,10(463),Class 2 - 1400M - (100-80),GOOD,"TURF - ""B+2"" Course","HK$ 2,100,000",Sha Tin,2020/03/01
3,13,LOBO'S LEGEND(C299),C Schofield,D E Ferraris,119,1061,14,1/2,"7                                                            

6                                                            

7                                                            

3",1:21.23,18,10(463),Class 2 - 1400M - (100-80),GOOD,"TURF - ""B+2"" Course","HK$ 2,100,000",Sha Tin,2020/03/01
4,9,BAND OF BROTHERS(C135),M Chadwick,P O'Sullivan,121,1181,1,1-1/2,"8                                                            

7                                                            

6                                                            

4",1:21.35,9.4,10(463),Class 2 - 1400M - (100-80),GOOD,"TURF - ""B+2"" Course","HK$ 2,100,000",Sha Tin,2020/03/01
5,10,ASSIMILATE(C160),K C Leung,K H Ting,120,1114,6,1-3/4,"13                                                            

11                                                            

9                                                            

5",1:21.41,33,10(463),Class 2 - 1400M - (100-80),GOOD,"TURF - ""B+2"" Course","HK$ 2,100,000",Sha Tin,2020/03/01
6,12,TAKING AIM(B244),L Hewitson,J Moore,120,1223,10,2,"3                                                            

2                                                            

2                                                            

6",1:21.45,34,10(463),Class 2 - 1400M - (100-80),GOOD,"TURF - ""B+2"" Course","HK$ 2,100,000",Sha Tin,2020/03/01
7,11,RACING FIGHTER(B285),M F Poon,C H Yip,118,1177,9,2-1/4,"10                                                            

9                                                            

10                                                            

7",1:21.49,67,10(463),Class 2 - 1400M - (100-80),GOOD,"TURF - ""B+2"" Course","HK$ 2,100,000",Sha Tin,2020/03/01
8,14,MONGOLIAN KING(A098),H W Lai,Y S Tsui,119,1133,4,2-3/4,"12                                                            

12                                                            

12                                                            

8",1:21.58,25,10(463),Class 2 - 1400M - (100-80),GOOD,"TURF - ""B+2"" Course","HK$ 2,100,000",Sha Tin,2020/03/01
9,8,SUPER STAR(B380),K Teetan,A T Millard,122,1087,12,3-3/4,"11                                                            

13                                                            

11                                                            

9",1:21.73,14,10(463),Class 2 - 1400M - (100-80),GOOD,"TURF - ""B+2"" Course","HK$ 2,100,000",Sha Tin,2020/03/01
10,5,FLASHCARD(D264),B Shinn,A S Cruz,123,1014,3,4-1/2,"9                                                            

10                                                            

13                                                            

10",1:21.85,58,10(463),Class 2 - 1400M - (100-80),GOOD,"TURF - ""B+2"" Course","HK$ 2,100,000",Sha Tin,2020/03/01
